,SeqId,TargetFullName,Target,UniProt,EntrezGeneSymbol,Units,Dilution,PlateScale_Reference,Function
3038,4261-55,Serum paraoxonase/arylesterase 1,paraoxonase 1,P27169,PON1,RFU,20,336.6,
3039,4267-81,Pescadillo homolog,PESC,O00541,PES1,RFU,20,298.2,
3040,4271-75,Prefoldin subunit 5,PFD5,Q99471,PFDN5,RFU,20,592.7,
3041,4272-46,Glucose-6-phosphate isomerase,PHI,P06744,GPI,RFU,20,9683.3,
3042,Oct-76,Phosphatidylethanolamine-binding protein 1,prostatic binding protein,P30086,PEBP1,RFU,0.5,1704,
3043,4278-14,Protein disulfide-isomerase,Protein disulfide-isomerase,P07237,P4HB,RFU,20,197.3,
3044,4280-47,Proteasome subunit alpha type-2,PSA2,P25787,PSMA2,RFU,20,679.5,
3045,Mar-82,GTP-binding nuclear protein Ran,RAN,P62826,RAN,RFU,20,454.7,
3046,4284-18,RNA-binding protein 39,RBM39,Q14498,RBM39,RFU,20,385.7,
3047,May-92,Alpha-soluble NSF attachment protein,SNAA,P54920,NAPA,RFU,0.5,1663.1,
3048,4294-16,Sphingosine kinase 1,Sphingosine kinase 1,Q9NYA1,SPHK1,RFU,20,539.6,
3049,4297-62,Spondin-1,Spondin-1,Q9HCB6,SPON1,RFU,0.5,1766.8,
3050,4301-58,"Thymidine kinase, cytosolic",Thymidine kinase,P04183,TK1,RFU,20,1094.6,
3051,4304-18,Ligand-dependent nuclear receptor corepressor-like protein,"transcription factor MLR1, isoform CRA_b",Q8N3X6,LCORL,RFU,20,195.1,
3052,Apr-06,Transketolase,Transketolase,P29401,TKT,RFU,0.5,12941.6,
3053,4309-59,Triosephosphate isomerase,Triosephosphate isomerase,P60174,TPI1,RFU,0.5,4608.6,
3054,Dec-14,dCTP pyrophosphatase 1,XTP3A,Q9H773,DCTPP1,RFU,20,8339.2,
3055,Dec-18,Tyrosine-protein phosphatase non-receptor type 6,PTP-1C,P29350,PTPN6,RFU,20,1501.2,
3056,4322-28,Protein amnionless,AMNLS,Q9BXJ7,AMN,RFU,20,325.4,
3057,4324-33,Cystatin-SA,CYTT,P09228,CST2,RFU,20,9730,
3058,Feb-28,Brother of CDO,BOC,Q9BWV1,BOC,RFU,20,2499.7,
3059,Jun-32,C-type lectin domain family 1 member B,CLC1B,Q9P126,CLEC1B,RFU,20,4372.2,
3060,4337-49,C-reactive protein,CRP,P02741,CRP,RFU,0.5,46254.2,
3061,Oct-42,Intercellular adhesion molecule 1,sICAM-1,P05362,ICAM1,RFU,0.5,2454.9,
3062,4355-13,Death-associated protein kinase 2,DAPK2,Q9UIK4,DAPK2,RFU,20,1387.9,
3063,4359-87,Dual specificity tyrosine-phosphorylation-regulated kinase 3,DYRK3,O43781,DYRK3,RFU,20,1104.4,
3064,4374-45,Growth/differentiation factor 15,MIC-1,Q99988,GDF15,RFU,20,20520.6,
3065,Feb-89,Desert hedgehog protein N-product,DHH,O43323,DHH,RFU,20,254,
3066,4392-54,Fibroblast growth factor 12,FGF-12,P61328,FGF12,RFU,20,151.2,
3067,Mar-93,Fibroblast growth factor 16,FGF-16,O43320,FGF16,RFU,20,1151.8,
3068,4394-71,Fibroblast growth factor 8 isoform A,FGF-8A,P55075,FGF8,RFU,20,366.5,
3069,4396-54,Interferon lambda-1,IFN-lambda 1,Q8IU54,IFNL1,RFU,20,137.1,
3070,4397-26,Interferon lambda-2,IFN-lambda 2,Q8IZJ0,IFNL2,RFU,20,345,
3071,Oct-07,Hepatocyte growth factor-like protein,MSP,P26927,MST1,RFU,0.005,13271.6,
3072,Mar-13,Antileukoproteinase,SLPI,P03973,SLPI,RFU,0.5,2882.7,
3073,Jul-20,Disintegrin and metalloproteinase domain-containing protein 12,ADAM12,O43184,ADAM12,RFU,20,344.9,
3074,4429-51,Carbohydrate sulfotransferase 6,CHST6,Q9GZX3,CHST6,RFU,20,383.3,
3075,4430-44,Collectin-11,Collectin Kidney 1,Q9BWP8,COLEC11,RFU,0.5,3460.1,
3076,4435-66,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,ENPP7,Q6UWV6,ENPP7,RFU,20,4932.2,
3077,4437-56,Ectonucleoside triphosphate diphosphohydrolase 5,ENTP5,O75356,ENTPD5,RFU,0.5,6057.1,
3078,4440-15,Fc receptor-like protein 3,FCRL3,Q96P31,FCRL3,RFU,20,601,
3079,4453-83,Leucine-rich repeat transmembrane neuronal protein 3,LRRT3,Q86VH5,LRRTM3,RFU,20,193.3,
3080,4455-89,Lactadherin,MFGM,Q08431,MFGE8,RFU,0.5,309.7,
3081,4459-68,Proprotein convertase subtilisin/kexin type 7,PCSK7,Q16549,PCSK7,RFU,20,2385.1,
3082,Aug-60,3-phosphoinositide-dependent protein kinase 1,PDPK1,O15530,PDPK1,RFU,20,208.2,
3083,Oct-64,Sialoadhesin,Sialoadhesin,Q9BZZ2,SIGLEC1,RFU,20,966.5,
3084,4467-49,SPARC-like protein 1,SPARCL1,Q14515,SPARCL1,RFU,0.5,9872.5,
3085,4468-21,Sphingosine kinase 2,SPHK2,Q9NRA0,SPHK2,RFU,20,654.2,
3086,4469-78,Carbohydrate sulfotransferase 15,ST4S6,Q7LFX5,CHST15,RFU,0.5,4239.1,
3087,4479-14,Plasma protease C1 inhibitor,C1-Esterase Inhibitor,P05155,SERPING1,RFU,0.5,8341.5,
3088,4481-34,Complement C4,C4,P0C0L4 P0C0L5,C4A C4B,RFU,0.005,117668.1,
3089,4482-66,Complement C5b-C6 complex,"C5b, 6 Complex",P01031 P13671,C5 C6,RFU,0.005,2478.5,
3090,Jan-87,Fibroblast growth factor 7,FGF7,P21781,FGF7,RFU,20,933.6,
3091,4493-92,Interleukin-11,IL-11,P20809,IL11,RFU,20,332.9,
3092,4496-60,Macrophage metalloelastase,MMP-12,P39900,MMP12,RFU,20,1014.9,
3093,4498-62,"Neural cell adhesion molecule 1, 120 kDa isoform",NCAM-120,P13591,NCAM1,RFU,0.5,10195.6,
3094,4499-21,Platelet-derived growth factor subunit A,PDGF-AA,P04085,PDGFA,RFU,20,2534.3,
3095,4500-50,Stem cell growth factor-alpha,SCGF-alpha,Q9Y240,CLEC11A,RFU,0.5,3095.9,
3096,4533-76,A disintegrin and metalloproteinase with thrombospondin motifs 15,ATS15,Q8TE58,ADAMTS15,RFU,20,543.7,
3097,Oct-34,Brain-specific serine protease 4,BSSP4,Q9GZN4,PRSS22,RFU,20,1129.9,
3098,4535-50,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,BST1,Q10588,BST1,RFU,20,11320.4,
3099,Nov-40,Chromobox protein homolog 5,CBX5,P45973,CBX5,RFU,20,1303,
3100,4541-49,Cell adhesion molecule-related/down-regulated by oncogenes,CDON,Q4KMG0,CDON,RFU,0.5,6197.2,
3101,4542-24,Clusterin,Clusterin,P10909,CLU,RFU,0.5,25040.4,
3102,4543-65,Collagen alpha-1(XXIII) chain,CONA1,Q86Y22,COL23A1,RFU,20,437.5,
3103,Apr-44,Connective tissue-activating peptide III,CTAP-III,P02775,PPBP,RFU,0.005,13388.2,
3104,4545-53,Mitochondrial import inner membrane translocase subunit TIM14,DnaJ homolog,Q96DA6,DNAJC19,RFU,20,665.9,
3105,4547-59,Leucine-rich repeat transmembrane protein FLRT1,FLRT1,Q9NZU1,FLRT1,RFU,20,879,
3106,Apr-48,Galactoside 3(4)-L-fucosyltransferase,Fucosyltransferase 3,P21217,FUT3,RFU,20,597.8,
3107,4549-78,"Alpha-(1,3)-fucosyltransferase 5",FUT5,Q11128,FUT5,RFU,20,4519,
3108,4551-72,Adhesion G-protein coupled receptor G5,GP114,Q8IZF4,ADGRG5,RFU,20,924.8,
3109,4553-65,Hepatoma-derived growth factor-related protein 2,HDGR2,Q7Z4V5,HDGFRP2,RFU,20,579.5,
3110,4557-61,Kin of IRRE-like protein 3,KIRR3,Q8IZU9,KIRREL3,RFU,20,384.8,
3111,4559-64,Kynureninase,KYNU,Q16719,KYNU,RFU,20,1753.8,
3112,4560-34,Tyrosine-protein kinase Lck,LCK,P06239,LCK,RFU,20,452.1,
3113,Jan-62,Neurexophilin-1,NXPH1,P58417,NXPH1,RFU,20,30149.8,
3114,4563-61,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",PLCG1,P19174,PLCG1,RFU,20,1284.2,
3115,Feb-64,Plexin-C1,PLXC1,O60486,PLXNC1,RFU,20,12874.2,
3116,4566-24,R-spondin-2,RSPO2,Q6UXX9,RSPO2,RFU,20,443.9,
3117,4567-82,SH2 domain-containing protein 1A,SH21A,O60880,SH2D1A,RFU,20,2983.3,
3118,4568-17,SLIT and NTRK-like protein 5,SLIK5,O94991,SLITRK5,RFU,20,1811.3,
3119,4569-52,VPS10 domain-containing receptor SorCS2,SORC2,Q96PQ0,SORCS2,RFU,20,1589.2,
3120,May-84,Melittin_VESMG,MEL_VESMG,P68408,MELT,RFU,0.5,160.9,
3121,Jan-88,Pancreatic hormone,PH,P01298,PPY,RFU,20,1565.4,
3122,4666-193,No protein,No Protein,NA,NA,RFU,20,96,
3123,4666-194,No protein,No Protein,NA,NA,RFU,0.5,39.2,
3124,4666-195,No protein,No Protein,NA,NA,RFU,0.005,38.6,
3125,4666-199,No protein,No Protein,NA,NA,RFU,20,206,
3126,4666-200,No protein,No Protein,NA,NA,RFU,0.5,109,
3127,4666-202,No protein,No Protein,NA,NA,RFU,0.005,58.9,
3128,4666-205,No protein,No Protein,NA,NA,RFU,20,99.4,
3129,4666-206,No protein,No Protein,NA,NA,RFU,0.5,229,
3130,4666-213,No protein,No Protein,NA,NA,RFU,0.5,111.5,
3131,4666-214,No protein,No Protein,NA,NA,RFU,0.005,51.7,
3132,4666-225,No protein,No Protein,NA,NA,RFU,20,1884.9,
3133,4666-230,No protein,No Protein,NA,NA,RFU,20,2779.3,
3134,4666-232,No protein,No Protein,NA,NA,RFU,20,2842.9,
3135,4666-236,No protein,No Protein,NA,NA,RFU,20,1816.2,
3136,4673-13,Interleukin-6,IL-6,P05231,IL6,RFU,20,268,
3137,4693-72,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",3HIDH,P31937,HIBADH,RFU,20,710.9,
3138,4697-59,Granulocyte-macrophage colony-stimulating factor,GM-CSF,P04141,CSF2,RFU,20,338.7,
3139,4703-87,Lymphotoxin-alpha,TNF-b,P01374,LTA,RFU,20,785.7,
3140,4706-17,Protein 4.1,41,P11171,EPB41,RFU,0.5,4992.6,
3141,4707-50,14-3-3 protein eta,14-3-3 eta,Q04917,YWHAH,RFU,20,3565.5,
3142,Mar-08,Estradiol 17-beta-dehydrogenase 1,17-beta-HSD 1,P14061,HSD17B1,RFU,20,1100.3,
3143,4712-28,Apolipoprotein D,Apo D,P05090,APOD,RFU,0.5,3600.4,
3144,4717-55,Interleukin-3,IL-3,P08700,IL3,RFU,20,711.2,
3145,May-18,Peptidyl-prolyl cis-trans isomerase B,PPIB,P23284,PPIB,RFU,20,2078.2,
3146,4719-58,Protein disulfide-isomerase A3,Protein disulfide isomerase A3,P30101,PDIA3,RFU,0.5,2772.1,
3147,4721-54,Trefoil factor 3,TFF3,Q07654,TFF3,RFU,0.5,5459.4,
3148,4763-31,Afamin,Afamin,P43652,AFM,RFU,0.005,46807.6,
3149,Oct-69,Olfactomedin-4,Olfactomedin-4,Q6UX06,OLFM4,RFU,20,176,
3150,Oct-71,Acid sphingomyelinase-like phosphodiesterase 3a,ASM3A,Q92484,SMPDL3A,RFU,0.5,1934.7,
3151,4775-34,Gelsolin,Gelsolin,P06396,GSN,RFU,0.005,537,
3152,4785-30,Corticosteroid-binding globulin,CBG,P08185,SERPINA6,RFU,20,1060.1,
3153,4792-51,"gp41 C34 peptide, HIV",C34 gp41 HIV Fragment,Q70626,Human-virus,RFU,20,598.6,
3154,4801-13,Lactoperoxidase,PERL,P22079,LPO,RFU,20,1400.4,
3155,4807-13,Collagen alpha-1(VIII) chain,CO8A1,P27658,COL8A1,RFU,20,2885.1,
3156,4811-33,Inter-alpha-trypsin inhibitor heavy chain H4,ITI heavy chain H4,Q14624,ITIH4,RFU,0.005,34292.3,
3157,4829-43,14-3-3 protein sigma,STRATIFIN,P31947,SFN,RFU,20,4837.9,
3158,Apr-31,L-Selectin,sL-Selectin,P14151,SELL,RFU,0.005,6485.5,
3159,4832-75,Tumor necrosis factor receptor superfamily member 10A,TRAIL R1,O00220,TNFRSF10A,RFU,20,786.1,
3160,4834-61,Ephrin type-A receptor 2,Epithelial cell kinase,P29317,EPHA2,RFU,20,1466.8,
3161,4840-73,Granulocyte colony-stimulating factor,G-CSF,P09919,CSF3,RFU,20,1808.2,
3162,4842-62,Glypican-3,Glypican 3,P51654,GPC3,RFU,20,509.6,
3163,4851-25,Interleukin-1 alpha,IL-1a,P01583,IL1A,RFU,20,647.3,
3164,4862-63,Bone morphogenetic protein receptor type-2,BMP RII,Q13873,BMPR2,RFU,20,599.6,
3165,4866-59,BDNF/NT-3 growth factors receptor,TrkB,Q16620,NTRK2,RFU,20,9258,
3166,4867-15,"Vascular endothelial growth factor A, isoform 121",VEGF121,P15692,VEGFA,RFU,20,397.3,
3167,Mar-74,Angiogenin,Angiogenin,P03950,ANG,RFU,0.005,4635.4,
3168,4876-32,Coagulation factor IX,Coagulation Factor IX,P00740,F9,RFU,0.005,15743.2,
3169,Mar-78,Coagulation Factor X,Coagulation Factor X,P00742,F10,RFU,0.005,1854,
3170,4880-21,Growth/differentiation factor 2,GDF2,Q9UK05,GDF2,RFU,20,1825.8,
3171,4883-56,Insulin,Insulin,P01308,INS,RFU,20,200.1,
3172,Mar-86,C-C motif chemokine 7,MCP-3,P80098,CCL7,RFU,20,646.6,
3173,4889-82,Protein Wnt-7a,WNT7A,O00755,WNT7A,RFU,20,199.3,
3174,Oct-90,Corticotropin,ACTH,P01189,POMC,RFU,20,446.7,
3175,4891-50,Glucagon,Glucagon,P01275,GCG,RFU,20,1456.6,
3176,Aug-00,C3a anaphylatoxin,C3a,P01024,C3,RFU,0.5,186436.8,
3177,4903-72,Calcineurin,Calcineurin,Q08209 P63098,PPP3CA PPP3R1,RFU,20,3996,
3178,Jul-04,Caspase-2,Caspase-2,P42575,CASP2,RFU,20,415.8,
3179,4905-63,Coactosin-like protein,Coactosin-like protein,Q14019,COTL1,RFU,0.5,1085.3,
3180,4906-35,Coagulation Factor V,Coagulation Factor V,P12259,F5,RFU,0.005,17702.1,
3181,4907-56,D-dimer,D-dimer,P02671 P02675 P02679,FGA FGB FGG,RFU,0.005,17651.1,
3182,Jun-08,Endoglin,Endoglin,P17813,ENG,RFU,20,3117.1,
3183,4909-68,Galectin-8,Galectin-8,O00214,LGALS8,RFU,20,175.5,
3185,4911-49,Glutathione S-transferase P,Glutathione S-transferase Pi,P09211,GSTP1,RFU,20,2908,
3186,4912-17,"Aspartate aminotransferase, cytoplasmic",GOT1,P17174,GOT1,RFU,0.5,1918.6,
3187,4913-78,C-C motif chemokine 16,HCC-4,O15467,CCL16,RFU,0.5,21610.5,
3188,Feb-16,Immunoglobulin D,IgD,P01880,IGHD IGK@ IGL@,RFU,0.5,17774.5,
3190,Oct-20,Lysozyme C,Lysozyme,P61626,LYZ,RFU,0.005,1338.8,
3191,4922-13,C-C motif chemokine 19,MIP-3b,Q99731,CCL19,RFU,20,671.8,
3192,4923-79,Muellerian-inhibiting factor,MIS,P03971,AMH,RFU,0.5,5081.9,
3193,4924-32,Interstitial collagenase,MMP-1,P03956,MMP1,RFU,20,7611.5,
3194,4925-54,Collagenase 3,MMP-13,P45452,MMP13,RFU,20,376.6,
3195,4929-55,Sex hormone-binding globulin,SHBG,P04278,SHBG,RFU,0.005,4958.1,
3196,4930-21,Stanniocalcin-1,Stanniocalcin-1,P52823,STC1,RFU,0.5,1789.2,
3197,4931-59,Tissue Factor,TF,P13726,F3,RFU,20,1788,
3198,Feb-59,Anterior gradient protein 2 homolog,AGR2,O95994,AGR2,RFU,20,2707.5,
3199,4960-72,Annexin A1,annexin I,P04083,ANXA1,RFU,20,6719.8,
3200,4961-17,Annexin A2,annexin II,P07355,ANXA2,RFU,0.5,720.5,
3201,4962-52,Cerebral dopamine neurotrophic factor,ARMEL,Q49AH0,CDNF,RFU,20,1685.5,
3202,4963-19,cAMP-regulated phosphoprotein 19,ARP19,P56211,ARPP19,RFU,20,543.1,
3203,4964-67,Endoplasmic reticulum aminopeptidase 1,ARTS1,Q9NZ08,ERAP1,RFU,0.5,6792.4,
3204,Jan-67,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,Q07021,C1QBP,RFU,0.5,3459.2,
3205,4968-50,Macrophage-capping protein,CAPG,P40121,CAPG,RFU,20,1450.9,
3206,Feb-69,Carbonic anhydrase 1,Carbonic anhydrase I,P00915,CA1,RFU,0.5,24039.9,
3207,4970-55,Carbonic anhydrase 2,carbonic anhydrase II,P00918,CA2,RFU,20,234.7,
3208,Jan-71,Cathepsin Z,CATZ,Q9UBR2,CTSZ,RFU,0.5,1900.4,
3209,4973-18,Baculoviral IAP repeat-containing protein 3,cIAP-2,Q13489,BIRC3,RFU,20,166.8,
3210,4976-57,Adapter molecule crk,CRK,P46108,CRK,RFU,20,3714.7,
3211,4978-54,Drebrin-like protein,DBNL,Q9UJU6,DBNL,RFU,0.5,1537.4,
3212,4979-34,Dermatopontin,DERM,Q07507,DPT,RFU,0.5,2226.3,
3213,Jun-81,Desmocollin-3,DSC3,Q14574,DSC3,RFU,20,307.7,
3214,4982-54,Elafin,Elafin,P19957,PI3,RFU,0.5,8358,
3215,4986-59,Focal adhesion kinase 1,FAK1,Q05397,PTK2,RFU,20,194,
3216,4987-17,Immunoglobulin alpha Fc receptor,FCAR,P24071,FCAR,RFU,20,320.5,
3217,4988-49,Fibroblast growth factor receptor 4,FGFR4,P22455,FGFR4,RFU,20,934.2,
3218,Jul-89,Fibrinogen gamma chain,Fibrinogen g-chain dimer,P02679,FGG,RFU,0.005,42300.9,
3219,4990-87,Platelet glycoprotein Ib alpha chain,GP1BA,P07359,GP1BA,RFU,0.5,1523.9,
3220,Dec-91,Glypican-5,GPC5,P78333,GPC5,RFU,20,811.5,
3221,4992-49,Granulins,GRN,P28799,GRN,RFU,0.5,14331,
3222,4993-16,Glutathione S-transferase A3,GSTA3,Q16772,GSTA3,RFU,20,202.2,
3223,4995-16,15-hydroxyprostaglandin dehydrogenase [NAD(+)],HPG-,P15428,HPGD,RFU,0.5,1365.3,
3224,4996-66,Histidine-rich glycoprotein,HRG,P04196,HRG,RFU,0.005,1692.3,
3225,4997-19,Eukaryotic initiation factor 4A-III,IF4A3,P38919,EIF4A3,RFU,20,334.9,
3226,5000-52,Galectin-3-binding protein,LG3BP,Q08380,LGALS3BP,RFU,0.5,12921.6,
3227,Jun-01,Mammaglobin-B,Mammaglobin 2,O75556,SCGB2A1,RFU,0.5,7735.1,
3228,5002-76,Matrix metalloproteinase-14,MMP-14,P50281,MMP14,RFU,20,632.1,
3229,5004-69,Mitogen-activated protein kinase 11,MK11,Q15759,MAPK11,RFU,20,545.2,
3230,Apr-05,Mitogen-activated protein kinase 12,MK12,P53778,MAPK12,RFU,20,470.8,
3231,5006-71,Mitogen-activated protein kinase 13,MK13,O15264,MAPK13,RFU,20,315.9,
3232,Jan-07,Mitogen-activated protein kinase 14,MAPK14,Q16539,MAPK14,RFU,0.5,1173.8,
3233,5008-51,"Superoxide dismutase [Mn], mitochondrial",Mn SOD,P04179,SOD2,RFU,0.5,28706.6,
3234,Nov-09,Moesin,Moesin,P26038,MSN,RFU,20,799,
3235,Nov-11,Nicotinamide phosphoribosyltransferase,PBEF,P43490,NAMPT,RFU,20,3066.2,
3236,5012-67,Adenylate kinase isoenzyme 1,"Myokinase, human",P00568,AK1,RFU,0.5,10520.9,
3237,Feb-13,Chloride intracellular channel protein 1,NCC27,O00299,CLIC1,RFU,20,5715.3,
3238,5014-49,Cytoplasmic protein NCK1,NCK1,P16333,NCK1,RFU,20,578.1,
3239,5015-15,Platelet-activating factor acetylhydrolase,PAFAH,Q13093,PLA2G7,RFU,0.5,19698.3,
3240,5017-19,"Peroxiredoxin-5, mitochondrial",Peroxiredoxin-5,P30044,PRDX5,RFU,20,304,
3241,5018-68,Peroxiredoxin-6,Peroxiredoxin-6,P30041,PRDX6,RFU,0.5,21614.2,
3243,5020-50,Phosphoglycerate kinase 1,phosphoglycerate kinase 1,P00558,PGK1,RFU,20,2213.4,
3244,5021-13,Inorganic pyrophosphatase,PPase,Q15181,PPA1,RFU,0.5,1726.2,
3245,5023-23,Adenylosuccinate lyase,PUR8,P30566,ADSL,RFU,20,5718.2,
3246,5024-67,Retinoblastoma-associated protein,Rb,P06400,RB1,RFU,20,2126.7,
3247,5026-66,40S ribosomal protein S3,RS3,P23396,RPS3,RFU,20,245,
3248,5028-59,Scavenger receptor cysteine-rich type 1 protein M130,sCD163,Q86VB7,CD163,RFU,0.5,2634.9,
3249,Mar-29,Prolyl endopeptidase FAP,SEPR,Q12884,FAP,RFU,0.5,873.2,
3250,5030-52,NAD-dependent protein deacetylase sirtuin-2,SIRT2,Q8IXJ6,SIRT2,RFU,0.5,4665.4,
3251,Oct-31,"Spectrin alpha chain, non-erythrocytic 1",SPTA2,Q13813,SPTAN1,RFU,20,293,
3252,5032-64,FACT complex subunit SSRP1,SSRP1,Q08945,SSRP1,RFU,20,399.2,
3253,5033-27,Tropomyosin alpha-1 chain,Tropomyosin 1 alpha chain,P09493,TPM1,RFU,20,1189,
3254,5034-79,Trypsin-2,Trypsin 2,P07478,PRSS2,RFU,0.5,1898.2,
3255,Jul-35,Thymidylate synthase,TS,P04818,TYMS,RFU,20,409.1,
3256,5036-50,Tumor necrosis factor-inducible gene 6 protein,TSG-6,P98066,TNFAIP6,RFU,20,1159.7,
3257,5060-62,Programmed cell death 1 ligand 1,B7-H1,Q9NZQ7,CD274,RFU,20,1409.1,
3258,5061-27,ICOS ligand,B7-H2,O75144,ICOSLG,RFU,20,4762.8,
3259,5062-60,CD226 antigen,CD226,Q15762,CD226,RFU,20,1199.7,
3260,Dec-63,Natural killer cell receptor 2B4,CD244,Q9BZW8,CD244,RFU,20,121.9,
3261,Aug-65,CD83 antigen,CD83,Q01151,CD83,RFU,20,229.6,
3262,5066-134,CMRF35-like molecule 6,CLM6,Q08708,CD300C,RFU,0.5,2292.8,
3263,Sep-69,Complement decay-accelerating factor,DAF,P08174,CD55,RFU,0.5,10754.3,
3264,5070-76,Tumor necrosis factor receptor superfamily member 6B,DcR3,O95407,TNFRSF6B,RFU,20,468.7,
3265,5076-53,Ephrin type-A receptor 10,EPHAA,Q5JZY3,EPHA10,RFU,20,172.8,
3266,5078-82,Ephrin type-B receptor 6,EphB6,O15197,EPHB6,RFU,0.5,969.3,
3267,5082-51,X-linked interleukin-1 receptor accessory protein-like 2,IL-1 sR9,Q9NP60,IL1RAPL2,RFU,20,759,
3268,5085-18,Interleukin-20 receptor subunit alpha,IL-20 Ra,Q9UHF4,IL20RA,RFU,20,283.9,
3269,May-87,Interleukin-22 receptor subunit alpha-2,IL-22BP,Q969J5,IL22RA2,RFU,20,1393.2,
3270,5088-175,Interleukin-23 receptor,IL-23 R,Q5VWK5,IL23R,RFU,20,1435.4,
3271,Nov-89,Interleukin-7 receptor subunit alpha,IL-7 Ra,P16871,IL7R,RFU,20,404,
3272,5090-49,Leukocyte immunoglobulin-like receptor subfamily B member 1,ILT-2,Q8NHL6,LILRB1,RFU,0.5,1683,
3273,5091-28,Leukocyte immunoglobulin-like receptor subfamily B member 2,ILT-4,Q8N423,LILRB2,RFU,0.5,7229.6,
3274,5092-51,Protein jagged-1,JAG1,P78504,JAG1,RFU,20,1421.6,
3275,5093-47,Protein jagged-2,JAG2,Q9Y219,JAG2,RFU,20,430.6,
3276,5094-62,Junctional adhesion molecule-like,JAML1,Q86YT9,AMICA1,RFU,20,436.6,
3277,5095-21,Killer cell immunoglobulin-like receptor 2DL4,KI2L4,Q99706,KIR2DL4,RFU,20,597.2,
3278,5096-51,Killer cell immunoglobulin-like receptor 3DL2,KI3L2,P43630,KIR3DL2,RFU,20,383,
3279,5097-14,Killer cell immunoglobulin-like receptor 3DS1,KI3S1,Q14943,KIR3DS1,RFU,20,557.9,
3280,5098-79,Killer cell lectin-like receptor subfamily F member 1,KLRF1,Q9NZS2,KLRF1,RFU,20,446.3,
3281,5100-53,Lysosome membrane protein 2,LIMP II,Q14108,SCARB2,RFU,20,428.9,
3282,5102-55,MHC class I polypeptide-related sequence B,MICB,Q29980,MICB,RFU,20,402.5,
3283,Feb-05,Reticulon-4 receptor,Nogo Receptor,Q9BZR6,RTN4R,RFU,0.5,2012.2,
3284,5106-52,Neurogenic locus notch homolog protein 2,NOTC2,Q04721,NOTCH2,RFU,20,439.7,
3285,Jul-07,Neurogenic locus notch homolog protein 1,Notch 1,P46531,NOTCH1,RFU,0.5,16227.7,
3286,5108-72,Neurogenic locus notch homolog protein 3,Notch-3,Q9UM47,NOTCH3,RFU,0.5,42722.7,
3287,5109-24,Neuronal cell adhesion molecule,Nr-CAM,Q92823,NRCAM,RFU,0.5,441.6,
3288,5110-84,Neurexin-1-beta,NRX1B,P58400,NRXN1,RFU,20,264.4,
3289,5111-15,Neurexin-3-beta,NRX3B,Q9HDB5,NRXN3,RFU,20,3230.5,
3290,5112-73,OX-2 membrane glycoprotein,OX2G,P41217,CD200,RFU,20,1519.8,
3291,5114-65,Prolactin receptor,Prolactin Receptor,P16471,PRLR,RFU,20,1632.6,
3292,5116-62,Roundabout homolog 2,ROBO2,Q9HCK4,ROBO2,RFU,0.5,1593.9,
3293,5117-14,Roundabout homolog 3,ROBO3,Q96MS0,ROBO3,RFU,20,434.3,
3294,Mar-21,Semaphorin-6B,SEM6B,Q9H3T3,SEMA6B,RFU,20,1738.9,
3295,5124-69,Intercellular adhesion molecule 5,sICAM-5,Q9UMF0,ICAM5,RFU,20,4719.9,
3296,5128-53,SLAM family member 6,SLAF6,Q96DU3,SLAMF6,RFU,20,369.8,
3297,Dec-29,Scavenger receptor class F member 1,SREC-I,Q14162,SCARF1,RFU,0.5,3203.5,
3298,5131-15,Tumor necrosis factor receptor superfamily member 19,TAJ,Q9NS68,TNFRSF19,RFU,20,794.7,
3299,5132-71,Interleukin-27 receptor subunit alpha,TCCR,Q6UWB1,IL27RA,RFU,20,11272.5,
3300,5133-17,TGF-beta receptor type-2,TGF-b R II,P37173,TGFBR2,RFU,20,1352.8,
3301,5134-52,Hepatitis A virus cellular receptor 2,TIMD3,Q8TDQ0,HAVCR2,RFU,20,3567.7,
3302,5138-50,Tumor necrosis factor receptor superfamily member 12A,TWEAKR,Q9NP84,TNFRSF12A,RFU,20,561.8,
3303,5139-32,Netrin receptor UNC5C,UNC5H3,O95185,UNC5C,RFU,0.5,13840.3,
3304,May-78,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",PDE7A,Q13946,PDE7A,RFU,20,318.9,
3305,5183-53,AMP Kinase (alpha1beta1gamma1),AMPK a1b1g1,Q13131 Q9Y478 P54619,PRKAA1 PRKAB1 PRKAG1,RFU,20,442.9,
3306,Jul-96,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,P30419,NMT1,RFU,20,590.2,
3307,5201-50,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",PDE9A,O76083,PDE9A,RFU,20,243.2,
3308,Apr-02,Peptidyl-prolyl cis-trans isomerase D,PPID,Q08752,PPID,RFU,20,230.4,
3309,5204-13,Proteasome activator complex subunit 3,PSME3,P61289,PSME3,RFU,20,259.9,
3310,5223-59,Glucokinase regulatory protein,GCKR,Q14397,GCKR,RFU,20,570,
3311,5224-20,Casein kinase II subunit alpha,CSK21,P68400,CSNK2A1,RFU,20,129.6,
